parcel_id,date,crop_stage,risk_level,recommendation,source
P0437,2025-05-19,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0437,2025-04-12,Seedling,high,Monitor for stem borer — scout field edges.,weather_service
P0438,2025-06-03,Vegetative,high,Delay fertilizer until rainfall subsides.,ml_model
P0438,2025-04-18,Tillering,medium,Field conditions stable — continue regular monitoring.,weather_service
P0438,2025-05-23,Tillering,high,Monitor for stem borer — scout field edges.,ml_model
P0439,2025-03-17,Vegetative,low,Field conditions stable — continue regular monitoring.,weather_service
P0439,2025-05-08,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0439,2025-02-09,Germination,high,Monitor for stem borer — scout field edges.,ml_model
P0439,2025-05-12,Germination,high,Monitor for stem borer — scout field edges.,ml_model
P0439,2025-04-30,Peg Formation,high,Monitor for stem borer — scout field edges.,rule_engine
P0440,2025-05-20,Tillering,high,Monitor for stem borer — scout field edges.,rule_engine
P0440,2025-02-14,Germination,medium,Field conditions stable — continue regular monitoring.,ml_model
P0440,2025-03-17,Vegetative,high,Monitor for stem borer — scout field edges.,weather_service
P0440,2025-05-27,Peg Formation,low,Do not irrigate today — soil moisture adequate.,weather_service
P0440,2025-05-22,Flowering,medium,Apply light irrigation in evening.,ml_model
P0440,2025-03-06,Tillering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0440,2025-07-06,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0441,2025-03-28,Vegetative,high,Field conditions stable — continue regular monitoring.,weather_service
P0441,2025-07-06,Seedling,low,Apply light irrigation in evening.,weather_service
P0441,2025-04-30,Maturity,medium,Delay fertilizer until rainfall subsides.,weather_service
P0441,2025-01-16,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0441,2025-02-08,Maturity,high,Apply light irrigation in evening.,weather_service
P0441,2025-03-18,Tillering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0441,2025-03-08,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0441,2025-03-28,Maturity,high,Apply light irrigation in evening.,ml_model
P0442,2025-05-08,Peg Formation,low,Field conditions stable — continue regular monitoring.,weather_service
P0442,2025-05-07,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0442,2025-03-18,Peg Formation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0443,2025-06-20,Maturity,high,Field conditions stable — continue regular monitoring.,rule_engine
P0443,2025-06-01,Peg Formation,low,Apply light irrigation in evening.,weather_service
P0444,2025-06-27,Maturity,medium,Apply light irrigation in evening.,rule_engine
P0444,2025-01-17,Peg Formation,medium,Monitor for stem borer — scout field edges.,ml_model
P0445,2025-03-12,Vegetative,low,Apply light irrigation in evening.,weather_service
P0445,2025-06-15,Tillering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0445,2025-02-01,Flowering,medium,Field conditions stable — continue regular monitoring.,ml_model
P0445,2025-02-22,Germination,low,Monitor for stem borer — scout field edges.,rule_engine
P0445,2025-01-14,Tillering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0446,2025-03-11,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,rule_engine
P0446,2025-06-25,Flowering,low,Apply light irrigation in evening.,weather_service
P0447,2025-04-26,Germination,medium,Field conditions stable — continue regular monitoring.,ml_model
P0447,2025-01-20,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0447,2025-03-20,Seedling,low,Field conditions stable — continue regular monitoring.,rule_engine
P0447,2025-01-05,Seedling,low,Monitor for stem borer — scout field edges.,weather_service
P0447,2025-02-11,Tillering,low,Monitor for stem borer — scout field edges.,weather_service
P0448,2025-04-26,Flowering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0448,2025-04-06,Tillering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0448,2025-07-10,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0448,2025-02-06,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0448,2025-03-13,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0448,2025-01-14,Peg Formation,high,Monitor for stem borer — scout field edges.,weather_service
P0448,2025-06-24,Tillering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0448,2025-04-16,Vegetative,medium,Delay fertilizer until rainfall subsides.,ml_model
P0449,2025-07-19,Peg Formation,high,Monitor for stem borer — scout field edges.,ml_model
P0449,2025-06-02,Seedling,high,Delay fertilizer until rainfall subsides.,weather_service
P0449,2025-04-02,Maturity,high,Delay fertilizer until rainfall subsides.,ml_model
P0449,2025-05-31,Maturity,low,Apply light irrigation in evening.,weather_service
P0450,2025-07-16,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,ml_model
P0450,2025-06-20,Maturity,high,Apply light irrigation in evening.,rule_engine
P0450,2025-01-28,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0451,2025-05-11,Germination,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0451,2025-02-22,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0452,2025-05-02,Peg Formation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0452,2025-03-31,Germination,high,Field conditions stable — continue regular monitoring.,rule_engine
P0453,2025-03-14,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0453,2025-04-01,Panicle Initiation,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0453,2025-01-02,Germination,high,Monitor for stem borer — scout field edges.,weather_service
P0453,2025-01-11,Germination,low,Monitor for stem borer — scout field edges.,rule_engine
P0453,2025-01-23,Vegetative,low,Do not irrigate today — soil moisture adequate.,weather_service
P0453,2025-01-18,Flowering,high,Apply light irrigation in evening.,rule_engine
P0453,2025-03-24,Peg Formation,high,Delay fertilizer until rainfall subsides.,ml_model
P0454,2025-04-14,Panicle Initiation,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0454,2025-01-25,Tillering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0454,2025-05-24,Vegetative,high,Do not irrigate today — soil moisture adequate.,ml_model
P0454,2025-04-09,Flowering,low,Monitor for stem borer — scout field edges.,weather_service
P0454,2025-03-27,Maturity,medium,Monitor for stem borer — scout field edges.,ml_model
P0454,2025-04-20,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0454,2025-02-01,Flowering,high,Monitor for stem borer — scout field edges.,weather_service
P0454,2025-07-14,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0455,2025-03-27,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0455,2025-02-19,Seedling,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0455,2025-04-27,Flowering,medium,Apply light irrigation in evening.,ml_model
P0455,2025-03-14,Vegetative,low,Apply light irrigation in evening.,ml_model
P0455,2025-02-18,Maturity,low,Apply light irrigation in evening.,ml_model
P0455,2025-04-01,Flowering,low,Apply light irrigation in evening.,rule_engine
P0455,2025-06-30,Flowering,low,Apply light irrigation in evening.,weather_service
P0456,2025-01-16,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0456,2025-06-06,Vegetative,high,Monitor for stem borer — scout field edges.,weather_service
P0456,2025-01-20,Germination,high,Monitor for stem borer — scout field edges.,rule_engine
P0456,2025-01-07,Tillering,high,Monitor for stem borer — scout field edges.,weather_service
P0456,2025-02-11,Maturity,high,Apply light irrigation in evening.,weather_service
P0456,2025-03-18,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0457,2025-03-18,Tillering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0457,2025-06-03,Tillering,low,Delay fertilizer until rainfall subsides.,weather_service
P0457,2025-05-15,Peg Formation,high,Do not irrigate today — soil moisture adequate.,ml_model
P0457,2025-02-11,Germination,high,Apply light irrigation in evening.,ml_model
P0457,2025-06-05,Vegetative,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0457,2025-07-02,Vegetative,medium,Delay fertilizer until rainfall subsides.,weather_service
P0457,2025-05-03,Flowering,medium,Monitor for stem borer — scout field edges.,ml_model
P0458,2025-07-07,Vegetative,low,Field conditions stable — continue regular monitoring.,weather_service
P0458,2025-05-20,Peg Formation,low,Delay fertilizer until rainfall subsides.,weather_service
P0458,2025-03-30,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0458,2025-06-14,Flowering,medium,Apply light irrigation in evening.,weather_service
P0458,2025-03-01,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0458,2025-06-25,Maturity,medium,Monitor for stem borer — scout field edges.,rule_engine
P0459,2025-07-19,Seedling,low,Delay fertilizer until rainfall subsides.,ml_model
P0459,2025-05-28,Vegetative,medium,Monitor for stem borer — scout field edges.,weather_service
P0459,2025-01-22,Germination,high,Do not irrigate today — soil moisture adequate.,weather_service
P0459,2025-05-29,Peg Formation,high,Apply light irrigation in evening.,ml_model
P0459,2025-04-27,Vegetative,low,Delay fertilizer until rainfall subsides.,rule_engine
P0459,2025-02-18,Tillering,low,Apply light irrigation in evening.,ml_model
P0459,2025-06-06,Tillering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0459,2025-04-24,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0460,2025-07-02,Panicle Initiation,low,Monitor for stem borer — scout field edges.,rule_engine
P0460,2025-04-07,Tillering,low,Monitor for stem borer — scout field edges.,ml_model
P0460,2025-02-25,Maturity,high,Apply light irrigation in evening.,rule_engine
P0460,2025-04-16,Maturity,low,Delay fertilizer until rainfall subsides.,ml_model
P0460,2025-07-15,Flowering,medium,Apply light irrigation in evening.,ml_model
P0460,2025-03-02,Tillering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0461,2025-07-18,Vegetative,high,Field conditions stable — continue regular monitoring.,ml_model
P0461,2025-07-02,Seedling,low,Delay fertilizer until rainfall subsides.,ml_model
P0461,2025-03-12,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0461,2025-01-01,Vegetative,medium,Delay fertilizer until rainfall subsides.,weather_service
P0461,2025-02-01,Vegetative,low,Field conditions stable — continue regular monitoring.,weather_service
P0462,2025-07-03,Vegetative,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0462,2025-04-03,Seedling,low,Delay fertilizer until rainfall subsides.,weather_service
P0462,2025-01-02,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0462,2025-05-20,Vegetative,low,Field conditions stable — continue regular monitoring.,ml_model
P0463,2025-06-11,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0463,2025-05-22,Peg Formation,low,Monitor for stem borer — scout field edges.,rule_engine
P0463,2025-02-20,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0463,2025-04-30,Vegetative,low,Apply light irrigation in evening.,weather_service
P0463,2025-06-04,Panicle Initiation,low,Apply light irrigation in evening.,weather_service
P0463,2025-06-12,Flowering,low,Monitor for stem borer — scout field edges.,rule_engine
P0463,2025-03-19,Flowering,low,Monitor for stem borer — scout field edges.,rule_engine
P0464,2025-06-28,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,weather_service
P0464,2025-02-04,Maturity,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0464,2025-01-29,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0465,2025-01-02,Seedling,low,Field conditions stable — continue regular monitoring.,rule_engine
P0465,2025-01-30,Maturity,low,Apply light irrigation in evening.,weather_service
P0465,2025-01-17,Seedling,low,Delay fertilizer until rainfall subsides.,weather_service
P0465,2025-03-14,Peg Formation,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0466,2025-06-18,Maturity,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0466,2025-01-28,Germination,low,Monitor for stem borer — scout field edges.,ml_model
P0466,2025-01-02,Maturity,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0467,2025-05-25,Germination,high,Monitor for stem borer — scout field edges.,weather_service
P0467,2025-02-16,Maturity,low,Field conditions stable — continue regular monitoring.,rule_engine
P0467,2025-01-27,Flowering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0467,2025-01-20,Peg Formation,high,Monitor for stem borer — scout field edges.,ml_model
P0467,2025-05-04,Germination,low,Field conditions stable — continue regular monitoring.,rule_engine
P0467,2025-03-27,Germination,medium,Apply light irrigation in evening.,rule_engine
P0467,2025-02-05,Peg Formation,high,Apply light irrigation in evening.,weather_service
P0467,2025-01-17,Tillering,medium,Field conditions stable — continue regular monitoring.,ml_model
P0468,2025-05-24,Vegetative,high,Delay fertilizer until rainfall subsides.,rule_engine
