intent_signature,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,required_entities,response_policy
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=black,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=clay,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=sugarcane|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,sugarcane,கரும்பு,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=red,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=black,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=clay,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=cotton|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,cotton,பருத்தி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=red,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=black,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=clay,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=groundnut|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,groundnut,நிலக்கடலை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=red,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=black,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=clay,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=maize|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,maize,மக்காச்சோளம்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=red,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=black,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=clay,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=millet|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,millet,கம்பு,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=red,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=black,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=alluvial,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=sandy,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=clay,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=loamy,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=tomato|SOIL=laterite,organic_farming,இயற்கை விவசாயம்,tomato,தக்காளி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|ORGANIC_FARMING|CROP=chilli|SOIL=red,organic_farming,இயற்கை விவசாயம்,chilli,மிளகாய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
